StationCode,LongName,Number,Type,OperatingCompany,Destination,PlannedDepartureTime,Delay
ZDK,Zaandam Kogerveld,3384,Sprinter,NS,HNK,2016-12-06T23:01:00Z,PT0S
ZDK,Zaandam Kogerveld,3384,Sprinter,NS,HNK,2016-12-06T23:01:00Z,PT0S
VDW,Vlaardingen West,4197,Sprinter,NS,RTD,2016-12-07T00:10:00Z,PT0S
VDW,Vlaardingen West,4197,Sprinter,NS,RTD,2016-12-07T00:10:00Z,PT0S
NSCH,Bad Nieuweschans,37598,Stoptrein,Arriva,GN,2016-12-07T00:10:00Z,PT0S
NSCH,Bad Nieuweschans,37598,Stoptrein,Arriva,GN,2016-12-07T00:10:00Z,PT0S
HLMS,Haarlem Spaarnwoude,314882,Sprinter,NS,ASD,2016-12-07T00:10:00Z,PT0S
HLMS,Haarlem Spaarnwoude,314882,Sprinter,NS,ASD,2016-12-07T00:10:00Z,PT0S
MG,Mantgum,37092,Stoptrein,Arriva,LW,2016-12-06T22:58:00Z,PT0S
MG,Mantgum,37092,Stoptrein,Arriva,LW,2016-12-06T22:58:00Z,PT0S
ZD,Zaandam,4093,Sprinter,NS,ASD,2016-12-06T23:00:00Z,PT0S
ZD,Zaandam,4093,Sprinter,NS,ASD,2016-12-06T23:00:00Z,PT0S
DZW,Delfzijl West,37777,Stoptrein,Arriva,DZ,2016-12-06T23:00:00Z,PT0S
DZW,Delfzijl West,37777,Stoptrein,Arriva,DZ,2016-12-06T23:00:00Z,PT0S
GO,Goor,31281,Stoptrein,Syntus,ODZ,2016-12-06T23:00:00Z,PT2M13S
GO,Goor,31281,Stoptrein,Syntus,ODZ,2016-12-06T23:00:00Z,PT2M13S
GO,Goor,31281,Stoptrein,Syntus,ODZ,2016-12-06T23:00:00Z,PT1M56S
GO,Goor,31281,Stoptrein,Syntus,ODZ,2016-12-06T23:00:00Z,PT1M56S
ZH,Zuidhorn,37477,Stoptrein,Arriva,GN,2016-12-06T23:00:00Z,PT1M21S
ZH,Zuidhorn,37477,Stoptrein,Arriva,GN,2016-12-06T23:00:00Z,PT1M21S
CO,Coevorden,3879,Sneltrein,Arriva,EMN,2016-12-06T23:00:00Z,PT0S
CO,Coevorden,3879,Sneltrein,Arriva,EMN,2016-12-06T23:00:00Z,PT0S
GR,Gorinchem,36784,Stoptrein,Arriva,DDR,2016-12-06T23:06:00Z,PT0S
GR,Gorinchem,36784,Stoptrein,Arriva,DDR,2016-12-06T23:06:00Z,PT0S
AKL,Arkel,36784,Stoptrein,Arriva,DDR,2016-12-06T22:58:00Z,PT0S
AKL,Arkel,36784,Stoptrein,Arriva,DDR,2016-12-06T22:58:00Z,PT0S
ZD,Zaandam,3391,Sprinter,NS,HFD,2016-12-06T23:02:00Z,PT0S
ZD,Zaandam,3391,Sprinter,NS,HFD,2016-12-06T23:02:00Z,PT0S
HDRZ,Den Helder Zuid,4095,Sprinter,NS,ASD,2016-12-06T22:59:00Z,PT1M2S
HDRZ,Den Helder Zuid,4095,Sprinter,NS,ASD,2016-12-06T22:59:00Z,PT1M2S
HDRZ,Den Helder Zuid,4095,Sprinter,NS,ASD,2016-12-06T22:59:00Z,PT1M2S
HDRZ,Den Helder Zuid,4095,Sprinter,NS,ASD,2016-12-06T22:59:00Z,PT1M2S
DT,Delft,15191,Sprinter,NS,DDR,2016-12-06T22:59:00Z,PT0S
DT,Delft,15191,Sprinter,NS,DDR,2016-12-06T22:59:00Z,PT0S
HIL,Hillegom,6395,Sprinter,NS,LEDN,2016-12-06T23:00:00Z,PT1M14S
HIL,Hillegom,6395,Sprinter,NS,LEDN,2016-12-06T23:00:00Z,PT1M14S
ZL,Zwolle,4688,Sprinter,NS,LLS,2016-12-06T22:55:00Z,PT3M
ZL,Zwolle,4688,Sprinter,NS,LLS,2016-12-06T22:55:00Z,PT3M
MRN,Maarn,7487,Sprinter,NS,RHN,2016-12-06T22:59:00Z,PT3M9S
MRN,Maarn,7487,Sprinter,NS,RHN,2016-12-06T22:59:00Z,PT3M9S
VNDW,Veenendaal West,7487,Sprinter,NS,RHN,2016-12-06T23:09:00Z,PT2M21S
VNDW,Veenendaal West,7487,Sprinter,NS,RHN,2016-12-06T23:09:00Z,PT2M21S
VNDC,Veenendaal Centrum,7487,Sprinter,NS,RHN,2016-12-06T23:15:00Z,PT1M7S
VNDC,Veenendaal Centrum,7487,Sprinter,NS,RHN,2016-12-06T23:15:00Z,PT1M7S
UHM,Uithuizermeeden,37677,Stoptrein,Arriva,RD,2016-12-06T23:02:00Z,PT0S
UHM,Uithuizermeeden,37677,Stoptrein,Arriva,RD,2016-12-06T23:02:00Z,PT0S
MRN,Maarn,7487,Sprinter,NS,RHN,2016-12-06T22:59:00Z,PT3M9S
MRN,Maarn,7487,Sprinter,NS,RHN,2016-12-06T22:59:00Z,PT3M9S
LEDN,Leiden Centraal,302691,Intercity,NS,ASD,2016-12-06T22:57:00Z,PT6M49S
LEDN,Leiden Centraal,302691,Intercity,NS,ASD,2016-12-06T22:57:00Z,PT6M49S
HT,'s-Hertogenbosch,4488,Sprinter,NS,NM,2016-12-06T22:59:00Z,PT0S
HT,'s-Hertogenbosch,4488,Sprinter,NS,NM,2016-12-06T22:59:00Z,PT0S
LEDN,Leiden Centraal,302691,Intercity,NS,ASD,2016-12-06T22:57:00Z,PT6M49S
LEDN,Leiden Centraal,302691,Intercity,NS,ASD,2016-12-06T22:57:00Z,PT6M49S
RSN,Rijssen,7090,Sprinter,NS,DV,2016-12-06T23:03:00Z,PT0S
RSN,Rijssen,7090,Sprinter,NS,DV,2016-12-06T23:03:00Z,PT0S
UTO,Utrecht Overvecht,5785,Sprinter,NS,UT,2016-12-06T23:00:00Z,PT0S
UTO,Utrecht Overvecht,5785,Sprinter,NS,UT,2016-12-06T23:00:00Z,PT0S
DVD,Duivendrecht,4091,Sprinter,NS,RTD,2016-12-06T22:59:00Z,PT3M12S
DVD,Duivendrecht,4091,Sprinter,NS,RTD,2016-12-06T22:59:00Z,PT3M12S
PMO,Purmerend Overwhere,1591,Intercity,NS,ASD,2016-12-06T23:01:00Z,PT0S
PMO,Purmerend Overwhere,1591,Intercity,NS,ASD,2016-12-06T23:01:00Z,PT0S
BLL,Bloemendaal,314878,Sprinter,NS,ASD,2016-12-06T22:59:00Z,PT1M31S
BLL,Bloemendaal,314878,Sprinter,NS,ASD,2016-12-06T22:59:00Z,PT1M31S
DMNZ,Diemen Zuid,4382,Sprinter,NS,HFD,2016-12-06T22:59:00Z,PT1M24S
DMNZ,Diemen Zuid,4382,Sprinter,NS,HFD,2016-12-06T22:59:00Z,PT1M24S
DVD,Duivendrecht,4382,Sprinter,NS,HFD,2016-12-06T23:04:00Z,PT1M11S
DVD,Duivendrecht,4382,Sprinter,NS,HFD,2016-12-06T23:04:00Z,PT1M11S
DMNZ,Diemen Zuid,4382,Sprinter,NS,HFD,2016-12-06T22:59:00Z,PT1M24S
DMNZ,Diemen Zuid,4382,Sprinter,NS,HFD,2016-12-06T22:59:00Z,PT1M24S
HWD,Heerhugowaard,303078,Intercity,NS,HDR,2016-12-06T22:58:00Z,PT2M25S
HWD,Heerhugowaard,303078,Intercity,NS,HDR,2016-12-06T22:58:00Z,PT2M25S
HWD,Heerhugowaard,303078,Intercity,NS,HDR,2016-12-06T22:58:00Z,PT2M25S
HWD,Heerhugowaard,303078,Intercity,NS,HDR,2016-12-06T22:58:00Z,PT2M25S
LEDN,Leiden Centraal,12680,Intercity,NS,RSD,2016-12-06T23:05:00Z,PT0S
LEDN,Leiden Centraal,12680,Intercity,NS,RSD,2016-12-06T23:05:00Z,PT0S
SWD,Sauwerd,37692,Stoptrein,Arriva,GN,2016-12-06T23:01:00Z,PT0S
SWD,Sauwerd,37692,Stoptrein,Arriva,GN,2016-12-06T23:01:00Z,PT0S
ASB,Amsterdam Bijlmer ArenA,3589,Intercity,NS,UT,2016-12-06T23:00:00Z,PT0S
ASB,Amsterdam Bijlmer ArenA,3589,Intercity,NS,UT,2016-12-06T23:00:00Z,PT0S
FWD,Feanwalden,37492,Stoptrein,Arriva,LW,2016-12-06T22:59:00Z,PT0S
FWD,Feanwalden,37492,Stoptrein,Arriva,LW,2016-12-06T22:59:00Z,PT0S
UTLN,Utrecht Lunetten,6089,Sprinter,NS,TL,2016-12-06T23:02:00Z,PT0S
UTLN,Utrecht Lunetten,6089,Sprinter,NS,TL,2016-12-06T23:02:00Z,PT0S
CL,Culemborg,16089,Sprinter,NS,HT,2016-12-06T23:00:00Z,PT54S
CL,Culemborg,16089,Sprinter,NS,HT,2016-12-06T23:00:00Z,PT54S
UTVR,Utrecht Vaartsche Rijn,6089,Sprinter,NS,TL,2016-12-06T23:00:00Z,PT0S
UTVR,Utrecht Vaartsche Rijn,6089,Sprinter,NS,TL,2016-12-06T23:00:00Z,PT0S
ASA,Amsterdam Amstel,3089,Intercity,NS,UT,2016-12-06T23:00:00Z,PT3M17S
ASA,Amsterdam Amstel,3089,Intercity,NS,UT,2016-12-06T23:00:00Z,PT3M17S
NDB,Naarden-Bussum,5784,Sprinter,NS,HFD,2016-12-06T22:54:00Z,PT6M33S
NDB,Naarden-Bussum,5784,Sprinter,NS,HFD,2016-12-06T22:54:00Z,PT6M33S
NDB,Naarden-Bussum,5784,Sprinter,NS,HFD,2016-12-06T22:54:00Z,PT6M33S
NDB,Naarden-Bussum,5784,Sprinter,NS,HFD,2016-12-06T22:54:00Z,PT6M33S
ASDL,Amsterdam Lelylaan,5891,Sprinter,NS,WP,2016-12-06T23:06:00Z,PT41S
ASDL,Amsterdam Lelylaan,5891,Sprinter,NS,WP,2016-12-06T23:06:00Z,PT41S
SHL,Schiphol Airport,5891,Sprinter,NS,ASD,2016-12-06T22:59:00Z,PT1M39S
SHL,Schiphol Airport,5891,Sprinter,NS,ASD,2016-12-06T22:59:00Z,PT1M39S
BNZ,Barneveld Zuid,31375,Stoptrein,Valleilijn,ED,2016-12-06T23:00:00Z,PT1M49S
BNZ,Barneveld Zuid,31375,Stoptrein,Valleilijn,ED,2016-12-06T23:00:00Z,PT1M49S
ODB,Oudenbosch,5186,Sprinter,NS,GV,2016-12-06T22:58:00Z,PT2M15S
ODB,Oudenbosch,5186,Sprinter,NS,GV,2016-12-06T22:58:00Z,PT2M15S
ODB,Oudenbosch,5186,Sprinter,NS,GV,2016-12-06T22:58:00Z,PT2M15S
ODB,Oudenbosch,5186,Sprinter,NS,GV,2016-12-06T22:58:00Z,PT2M15S
DVNK,De Vink,5780,Sprinter,NS,GVC,2016-12-06T22:59:00Z,PT0S
DVNK,De Vink,5780,Sprinter,NS,GVC,2016-12-06T22:59:00Z,PT0S
VL,Venlo,32285,Stoptrein,Veolia,RM,2016-12-06T23:04:00Z,PT0S
VL,Venlo,32285,Stoptrein,Veolia,RM,2016-12-06T23:04:00Z,PT0S
APDM,Apeldoorn De Maten,17892,Stoptrein,Arriva,APD,2016-12-06T22:52:00Z,PT14M31S
APDM,Apeldoorn De Maten,17892,Stoptrein,Arriva,APD,2016-12-06T22:52:00Z,PT14M31S
KBK,Klarenbeek,17892,Stoptrein,Arriva,APD,2016-12-06T22:46:00Z,PT14M59S
KBK,Klarenbeek,17892,Stoptrein,Arriva,APD,2016-12-06T22:46:00Z,PT14M59S
ASA,Amsterdam Amstel,4082,Sprinter,NS,HWD,2016-12-06T23:03:00Z,PT0S
ASA,Amsterdam Amstel,4082,Sprinter,NS,HWD,2016-12-06T23:03:00Z,PT0S
KTR,Kesteren,31192,Stoptrein,Arriva,TL,2016-12-06T23:00:00Z,PT0S
KTR,Kesteren,31192,Stoptrein,Arriva,TL,2016-12-06T23:00:00Z,PT0S
ZD,Zaandam,4080,Sprinter,NS,UTG,2016-12-06T23:00:00Z,PT0S
ZD,Zaandam,4080,Sprinter,NS,UTG,2016-12-06T23:00:00Z,PT0S
ASB,Amsterdam Bijlmer ArenA,3584,Intercity,NS,SHL,2016-12-06T23:00:00Z,PT0S
ASB,Amsterdam Bijlmer ArenA,3584,Intercity,NS,SHL,2016-12-06T23:00:00Z,PT0S
VZ,Vriezenveen,31081,Stoptrein,Arriva,MRB,2016-12-06T23:01:00Z,PT1M35S
VZ,Vriezenveen,31081,Stoptrein,Arriva,MRB,2016-12-06T23:01:00Z,PT1M35S
DA,Daarlerveen,31081,Stoptrein,Arriva,MRB,2016-12-06T23:05:00Z,PT1M16S
DA,Daarlerveen,31081,Stoptrein,Arriva,MRB,2016-12-06T23:05:00Z,PT1M16S
VHP,Vroomshoop,31081,Stoptrein,Arriva,MRB,2016-12-06T23:08:00Z,PT1M2S
VHP,Vroomshoop,31081,Stoptrein,Arriva,MRB,2016-12-06T23:08:00Z,PT1M2S
HTO,'s-Hertogenbosch Oost,4488,Sprinter,NS,NM,2016-12-06T23:02:00Z,PT1M34S
HTO,'s-Hertogenbosch Oost,4488,Sprinter,NS,NM,2016-12-06T23:02:00Z,PT1M34S
RS,Rosmalen,4488,Sprinter,NS,NM,2016-12-06T23:06:00Z,PT1M15S
RS,Rosmalen,4488,Sprinter,NS,NM,2016-12-06T23:06:00Z,PT1M15S
SPTZ,Santpoort Zuid,14891,Sprinter,NS,UTG,2016-12-06T23:00:00Z,PT1M5S
SPTZ,Santpoort Zuid,14891,Sprinter,NS,UTG,2016-12-06T23:00:00Z,PT1M5S
O,Oss,3687,Intercity,NS,RSD,2016-12-06T23:03:00Z,PT0S
O,Oss,3687,Intercity,NS,RSD,2016-12-06T23:03:00Z,PT0S
BRD,Barendrecht,5189,Sprinter,NS,DDR,2016-12-06T23:00:00Z,PT0S
BRD,Barendrecht,5189,Sprinter,NS,DDR,2016-12-06T23:00:00Z,PT0S
KPNZ,Kampen Zuid,4688,Sprinter,NS,LLS,2016-12-06T23:05:00Z,PT4M42S
KPNZ,Kampen Zuid,4688,Sprinter,NS,LLS,2016-12-06T23:05:00Z,PT4M42S
DRON,Dronten,4688,Sprinter,NS,LLS,2016-12-06T23:13:00Z,PT4M4S
DRON,Dronten,4688,Sprinter,NS,LLS,2016-12-06T23:13:00Z,PT4M4S
UT,Utrecht Centraal,889,Intercity,NS,EHV,2016-12-06T23:07:00Z,PT31S
UT,Utrecht Centraal,889,Intercity,NS,EHV,2016-12-06T23:07:00Z,PT31S
BDG,Bodegraven,8889,Intercity,NS,UT,2016-12-06T22:45:00Z,PT15M56S
BDG,Bodegraven,8889,Intercity,NS,UT,2016-12-06T22:45:00Z,PT15M56S
WD,Woerden,8889,Intercity,NS,UT,2016-12-06T22:54:00Z,PT15M14S
WD,Woerden,8889,Intercity,NS,UT,2016-12-06T22:54:00Z,PT15M14S
ZP,Zutphen,3682,Intercity,NS,ZL,2016-12-06T23:04:00Z,PT0S
ZP,Zutphen,3682,Intercity,NS,ZL,2016-12-06T23:04:00Z,PT0S
BDG,Bodegraven,8889,Intercity,NS,UT,2016-12-06T22:45:00Z,PT15M56S
BDG,Bodegraven,8889,Intercity,NS,UT,2016-12-06T22:45:00Z,PT15M56S
BSD,Beesd,36787,Stoptrein,Arriva,GDM,2016-12-06T22:57:00Z,PT0S
BSD,Beesd,36787,Stoptrein,Arriva,GDM,2016-12-06T22:57:00Z,PT0S
BMR,Boxmeer,32284,Stoptrein,Veolia,NM,2016-12-06T23:00:00Z,PT0S
BMR,Boxmeer,32284,Stoptrein,Veolia,NM,2016-12-06T23:00:00Z,PT0S
ASS,Amsterdam Sloterdijk,303091,Intercity,NS,NM,2016-12-06T23:12:00Z,PT2M42S
ASS,Amsterdam Sloterdijk,303091,Intercity,NS,NM,2016-12-06T23:12:00Z,PT2M42S
ZD,Zaandam,303091,Intercity,NS,NM,2016-12-06T23:05:00Z,PT3M14S
ZD,Zaandam,303091,Intercity,NS,NM,2016-12-06T23:05:00Z,PT3M14S
DDRS,Dordrecht Stadspolders,36782,Stoptrein,Arriva,DDR,2016-12-06T22:58:00Z,PT0S
DDRS,Dordrecht Stadspolders,36782,Stoptrein,Arriva,DDR,2016-12-06T22:58:00Z,PT0S
EMNZ,Emmen Zuid,8083,Stoptrein,Arriva,EMN,2016-12-07T00:11:00Z,PT0S
EMNZ,Emmen Zuid,8083,Stoptrein,Arriva,EMN,2016-12-07T00:11:00Z,PT0S
DDRS,Dordrecht Stadspolders,36795,Stoptrein,Arriva,GR,2016-12-07T00:11:00Z,PT0S
DDRS,Dordrecht Stadspolders,36795,Stoptrein,Arriva,GR,2016-12-07T00:11:00Z,PT0S
ZLW,Lage Zwaluwe,12680,Intercity,NS,RSD,2016-12-07T00:11:00Z,PT0S
ZLW,Lage Zwaluwe,12680,Intercity,NS,RSD,2016-12-07T00:11:00Z,PT0S
DVD,Duivendrecht,7495,Sprinter,NS,UT,2016-12-07T00:11:00Z,PT0S
DVD,Duivendrecht,7495,Sprinter,NS,UT,2016-12-07T00:11:00Z,PT0S
DDRS,Dordrecht Stadspolders,36782,Stoptrein,Arriva,DDR,2016-12-06T22:58:00Z,PT0S
DDRS,Dordrecht Stadspolders,36782,Stoptrein,Arriva,DDR,2016-12-06T22:58:00Z,PT0S
DVD,Duivendrecht,4382,Sprinter,NS,HFD,2016-12-06T23:04:00Z,PT0S
DVD,Duivendrecht,4382,Sprinter,NS,HFD,2016-12-06T23:04:00Z,PT0S
WZ,Wezep,5688,Sprinter,NS,UT,2016-12-06T22:58:00Z,PT5M49S
WZ,Wezep,5688,Sprinter,NS,UT,2016-12-06T22:58:00Z,PT5M49S
HDE,'t Harde,5688,Sprinter,NS,UT,2016-12-06T23:05:00Z,PT5M16S
HDE,'t Harde,5688,Sprinter,NS,UT,2016-12-06T23:05:00Z,PT5M16S
NS,Nunspeet,5688,Sprinter,NS,UT,2016-12-06T23:11:00Z,PT4M48S
NS,Nunspeet,5688,Sprinter,NS,UT,2016-12-06T23:11:00Z,PT4M48S
HD,Harderwijk,5688,Sprinter,NS,UT,2016-12-06T23:19:00Z,PT4M10S
HD,Harderwijk,5688,Sprinter,NS,UT,2016-12-06T23:19:00Z,PT4M10S
EML,Ermelo,5688,Sprinter,NS,UT,2016-12-06T23:23:00Z,PT3M51S
EML,Ermelo,5688,Sprinter,NS,UT,2016-12-06T23:23:00Z,PT3M51S
PT,Putten,5688,Sprinter,NS,UT,2016-12-06T23:27:00Z,PT3M32S
PT,Putten,5688,Sprinter,NS,UT,2016-12-06T23:27:00Z,PT3M32S
NKK,Nijkerk,5688,Sprinter,NS,UT,2016-12-06T23:33:00Z,PT3M4S
NKK,Nijkerk,5688,Sprinter,NS,UT,2016-12-06T23:33:00Z,PT3M4S
AVAT,Amersfoort Vathorst,5688,Sprinter,NS,UT,2016-12-06T23:38:00Z,PT2M40S
AVAT,Amersfoort Vathorst,5688,Sprinter,NS,UT,2016-12-06T23:38:00Z,PT2M40S
AMFS,Amersfoort Schothorst,5688,Sprinter,NS,UT,2016-12-06T23:42:00Z,PT2M21S
AMFS,Amersfoort Schothorst,5688,Sprinter,NS,UT,2016-12-06T23:42:00Z,PT2M21S
AMF,Amersfoort,5688,Sprinter,NS,UT,2016-12-06T23:46:00Z,PT2M8S
AMF,Amersfoort,5688,Sprinter,NS,UT,2016-12-06T23:46:00Z,PT2M8S
DLD,Den Dolder,5688,Sprinter,NS,UT,2016-12-06T23:53:00Z,PT1M35S
DLD,Den Dolder,5688,Sprinter,NS,UT,2016-12-06T23:53:00Z,PT1M35S
BHV,Bilthoven,5688,Sprinter,NS,UT,2016-12-06T23:56:00Z,PT1M21S
BHV,Bilthoven,5688,Sprinter,NS,UT,2016-12-06T23:56:00Z,PT1M21S
UTO,Utrecht Overvecht,5688,Sprinter,NS,UT,2016-12-07T00:01:00Z,PT58S
UTO,Utrecht Overvecht,5688,Sprinter,NS,UT,2016-12-07T00:01:00Z,PT58S
DVD,Duivendrecht,4382,Sprinter,NS,HFD,2016-12-06T23:04:00Z,PT0S
DVD,Duivendrecht,4382,Sprinter,NS,HFD,2016-12-06T23:04:00Z,PT0S
VK,Valkenburg,32086,Stoptrein,Veolia,MTR,2016-12-06T23:00:00Z,PT57S
VK,Valkenburg,32086,Stoptrein,Veolia,MTR,2016-12-06T23:00:00Z,PT57S
SBK,Spaubeek,6992,Sprinter,NS,STD,2016-12-06T23:01:00Z,PT1M42S
SBK,Spaubeek,6992,Sprinter,NS,STD,2016-12-06T23:01:00Z,PT1M42S
KMR,Klimmen-Ransdaal,32085,Stoptrein,Veolia,KRD,2016-12-06T22:59:00Z,PT1M21S
KMR,Klimmen-Ransdaal,32085,Stoptrein,Veolia,KRD,2016-12-06T22:59:00Z,PT1M21S
DV,Deventer,1685,Intercity,NS,ES,2016-12-06T23:00:00Z,PT1M8S
DV,Deventer,1685,Intercity,NS,ES,2016-12-06T23:00:00Z,PT1M8S
ST,Soest,5587,Sprinter,NS,BRN,2016-12-06T23:00:00Z,PT0S
ST,Soest,5587,Sprinter,NS,BRN,2016-12-06T23:00:00Z,PT0S
DV,Deventer,1685,Intercity,NS,ES,2016-12-06T23:00:00Z,PT1M8S
DV,Deventer,1685,Intercity,NS,ES,2016-12-06T23:00:00Z,PT1M8S
MRN,Maarn,7484,Sprinter,NS,ASD,2016-12-06T22:59:00Z,PT0S
MRN,Maarn,7484,Sprinter,NS,ASD,2016-12-06T22:59:00Z,PT0S
BMR,Boxmeer,32287,Stoptrein,Veolia,VL,2016-12-06T23:00:00Z,PT0S
BMR,Boxmeer,32287,Stoptrein,Veolia,VL,2016-12-06T23:00:00Z,PT0S
WD,Woerden,4084,Sprinter,NS,ASD,2016-12-06T23:02:00Z,PT45S
WD,Woerden,4084,Sprinter,NS,ASD,2016-12-06T23:02:00Z,PT45S
ASN,Assen,583,Intercity,NS,GN,2016-12-06T23:27:00Z,PT3M40S
ASN,Assen,583,Intercity,NS,GN,2016-12-06T23:27:00Z,PT3M40S
ALMB,Almere Buiten,4387,Sprinter,NS,ALMO,2016-12-06T23:01:00Z,PT0S
ALMB,Almere Buiten,4387,Sprinter,NS,ALMO,2016-12-06T23:01:00Z,PT0S
ASDM,Amsterdam Muiderpoort,5882,Sprinter,NS,HFD,2016-12-06T23:01:00Z,PT0S
ASDM,Amsterdam Muiderpoort,5882,Sprinter,NS,HFD,2016-12-06T23:01:00Z,PT0S
DMNZ,Diemen Zuid,4389,Sprinter,NS,LLS,2016-12-06T23:00:00Z,PT0S
DMNZ,Diemen Zuid,4389,Sprinter,NS,LLS,2016-12-06T23:00:00Z,PT0S
HWZB,Halfweg-Zwanenburg,5478,Sprinter,NS,ASD,2016-12-06T22:59:00Z,PT0S
HWZB,Halfweg-Zwanenburg,5478,Sprinter,NS,ASD,2016-12-06T22:59:00Z,PT0S
ASS,Amsterdam Sloterdijk,5478,Sprinter,NS,ASD,2016-12-06T23:04:00Z,PT1M50S
ASS,Amsterdam Sloterdijk,5478,Sprinter,NS,ASD,2016-12-06T23:04:00Z,PT1M50S
DVNK,De Vink,5791,Sprinter,NS,DMNZ,2016-12-06T23:01:00Z,PT0S
DVNK,De Vink,5791,Sprinter,NS,DMNZ,2016-12-06T23:01:00Z,PT0S
ALM,Almere Centrum,12687,Intercity,NS,ZL,2016-12-06T23:01:00Z,PT0S
ALM,Almere Centrum,12687,Intercity,NS,ZL,2016-12-06T23:01:00Z,PT0S
TPSW,Tiel Passewaaij,6087,Sprinter,NS,TL,2016-12-06T23:01:00Z,PT0S
TPSW,Tiel Passewaaij,6087,Sprinter,NS,TL,2016-12-06T23:01:00Z,PT0S
GERP,Groningen Europapark,37592,Stoptrein,Arriva,GN,2016-12-06T23:03:00Z,PT0S
GERP,Groningen Europapark,37592,Stoptrein,Arriva,GN,2016-12-06T23:03:00Z,PT0S
SDM,Schiedam Centrum,12678,Intercity,NS,DDR,2016-12-06T23:03:00Z,PT0S
SDM,Schiedam Centrum,12678,Intercity,NS,DDR,2016-12-06T23:03:00Z,PT0S
BKF,Bovenkarspel Flora,1580,Intercity,NS,EKZ,2016-12-06T23:03:00Z,PT0S
BKF,Bovenkarspel Flora,1580,Intercity,NS,EKZ,2016-12-06T23:03:00Z,PT0S
DTZ,Delft Zuid,15191,Sprinter,NS,DDR,2016-12-06T23:02:00Z,PT0S
DTZ,Delft Zuid,15191,Sprinter,NS,DDR,2016-12-06T23:02:00Z,PT0S
BKG,Bovenkarspel-Grootebroek,1580,Intercity,NS,EKZ,2016-12-06T23:01:00Z,PT0S
BKG,Bovenkarspel-Grootebroek,1580,Intercity,NS,EKZ,2016-12-06T23:01:00Z,PT0S
MAS,Maarssen,7489,Sprinter,NS,RHN,2016-12-06T23:02:00Z,PT0S
MAS,Maarssen,7489,Sprinter,NS,RHN,2016-12-06T23:02:00Z,PT0S
SDM,Schiedam Centrum,5182,Sprinter,NS,GVC,2016-12-06T23:01:00Z,PT0S
SDM,Schiedam Centrum,5182,Sprinter,NS,GVC,2016-12-06T23:01:00Z,PT0S
LDL,Leiden Lammenschans,8882,Intercity,NS,LEDN,2016-12-06T23:02:00Z,PT24S
LDL,Leiden Lammenschans,8882,Intercity,NS,LEDN,2016-12-06T23:02:00Z,PT24S
EHV,Eindhoven,885,Intercity,NS,MT,2016-12-06T23:01:00Z,PT11M
EHV,Eindhoven,885,Intercity,NS,MT,2016-12-06T23:01:00Z,PT11M
WT,Weert,885,Intercity,NS,MT,2016-12-06T23:19:00Z,PT9M36S
WT,Weert,885,Intercity,NS,MT,2016-12-06T23:19:00Z,PT9M36S
RM,Roermond,885,Intercity,NS,MT,2016-12-06T23:37:00Z,PT8M16S
RM,Roermond,885,Intercity,NS,MT,2016-12-06T23:37:00Z,PT8M16S
STD,Sittard,885,Intercity,NS,MT,2016-12-06T23:53:00Z,PT7M5S
STD,Sittard,885,Intercity,NS,MT,2016-12-06T23:53:00Z,PT7M5S
LDL,Leiden Lammenschans,8882,Intercity,NS,LEDN,2016-12-06T23:02:00Z,PT24S
LDL,Leiden Lammenschans,8882,Intercity,NS,LEDN,2016-12-06T23:02:00Z,PT24S
VST,Voorschoten,5780,Sprinter,NS,GVC,2016-12-06T23:02:00Z,PT0S
VST,Voorschoten,5780,Sprinter,NS,GVC,2016-12-06T23:02:00Z,PT0S
HVS,Hilversum,5887,Sprinter,NS,AMF,2016-12-06T23:01:00Z,PT0S
HVS,Hilversum,5887,Sprinter,NS,AMF,2016-12-06T23:01:00Z,PT0S
DL,Dalfsen,8081,Stoptrein,Arriva,EMN,2016-12-06T23:00:00Z,PT1M31S
DL,Dalfsen,8081,Stoptrein,Arriva,EMN,2016-12-06T23:00:00Z,PT1M31S
HLMS,Haarlem Spaarnwoude,5497,Sprinter,NS,ZVT,2016-12-06T23:04:00Z,PT1M12S
HLMS,Haarlem Spaarnwoude,5497,Sprinter,NS,ZVT,2016-12-06T23:04:00Z,PT1M12S
DL,Dalfsen,8081,Stoptrein,Arriva,EMN,2016-12-06T23:00:00Z,PT1M31S
DL,Dalfsen,8081,Stoptrein,Arriva,EMN,2016-12-06T23:00:00Z,PT1M31S
DZW,Delfzijl West,37777,Stoptrein,Arriva,DZ,2016-12-06T23:00:00Z,PT0S
DZW,Delfzijl West,37777,Stoptrein,Arriva,DZ,2016-12-06T23:00:00Z,PT0S
HNO,Heino,7983,Sprinter,NS,ES,2016-12-06T23:00:00Z,PT3M30S
HNO,Heino,7983,Sprinter,NS,ES,2016-12-06T23:00:00Z,PT3M30S
RAT,Raalte,7983,Sprinter,NS,ES,2016-12-06T23:05:00Z,PT3M6S
RAT,Raalte,7983,Sprinter,NS,ES,2016-12-06T23:05:00Z,PT3M6S
NVD,Nijverdal,7983,Sprinter,NS,ES,2016-12-06T23:16:00Z,PT2M18S
NVD,Nijverdal,7983,Sprinter,NS,ES,2016-12-06T23:16:00Z,PT2M18S
HNO,Heino,7983,Sprinter,NS,ES,2016-12-06T23:00:00Z,PT3M30S
